item_uid,task,language,prompt_phrase,full_prompt
synthetic_vocab__anchor,synthetic-vocab,en,anchor,Which picture shows anchor?
synthetic_vocab__anchor,synthetic-vocab,de,anchor,Welches Bild zeigt anchor?
synthetic_vocab__anchor,synthetic-vocab,es,anchor,Que imagen muestra anchor?
synthetic_vocab__punch,synthetic-vocab,en,punch,Which picture shows punch?
synthetic_vocab__punch,synthetic-vocab,de,punch,Welches Bild zeigt punch?
synthetic_vocab__punch,synthetic-vocab,es,punch,Que imagen muestra punch?
synthetic_vocab__peacock,synthetic-vocab,en,peacock,Which picture shows peacock?
synthetic_vocab__peacock,synthetic-vocab,de,peacock,Welches Bild zeigt peacock?
synthetic_vocab__peacock,synthetic-vocab,es,peacock,Que imagen muestra peacock?
synthetic_vocab__stapler,synthetic-vocab,en,stapler,Which picture shows stapler?
synthetic_vocab__stapler,synthetic-vocab,de,stapler,Welches Bild zeigt stapler?
synthetic_vocab__stapler,synthetic-vocab,es,stapler,Que imagen muestra stapler?
synthetic_vocab__camera,synthetic-vocab,en,camera,Which picture shows camera?
synthetic_vocab__camera,synthetic-vocab,de,camera,Welches Bild zeigt camera?
synthetic_vocab__camera,synthetic-vocab,es,camera,Que imagen muestra camera?
synthetic_vocab__onion,synthetic-vocab,en,onion,Which picture shows onion?
synthetic_vocab__onion,synthetic-vocab,de,onion,Welches Bild zeigt onion?
synthetic_vocab__onion,synthetic-vocab,es,onion,Que imagen muestra onion?
synthetic_vocab__mailbox,synthetic-vocab,en,mailbox,Which picture shows mailbox?
synthetic_vocab__mailbox,synthetic-vocab,de,mailbox,Welches Bild zeigt mailbox?
synthetic_vocab__mailbox,synthetic-vocab,es,mailbox,Que imagen muestra mailbox?
synthetic_vocab__cauliflower,synthetic-vocab,en,cauliflower,Which picture shows cauliflower?
synthetic_vocab__cauliflower,synthetic-vocab,de,cauliflower,Welches Bild zeigt cauliflower?
synthetic_vocab__cauliflower,synthetic-vocab,es,cauliflower,Que imagen muestra cauliflower?
synthetic_vocab__card,synthetic-vocab,en,card,Which picture shows card?
synthetic_vocab__card,synthetic-vocab,de,card,Welches Bild zeigt card?
synthetic_vocab__card,synthetic-vocab,es,card,Que imagen muestra card?
synthetic_vocab__owl,synthetic-vocab,en,owl,Which picture shows owl?
synthetic_vocab__owl,synthetic-vocab,de,owl,Welches Bild zeigt owl?
synthetic_vocab__owl,synthetic-vocab,es,owl,Que imagen muestra owl?
synthetic_vocab__cactus,synthetic-vocab,en,cactus,Which picture shows cactus?
synthetic_vocab__cactus,synthetic-vocab,de,cactus,Welches Bild zeigt cactus?
synthetic_vocab__cactus,synthetic-vocab,es,cactus,Que imagen muestra cactus?
synthetic_vocab__hanger,synthetic-vocab,en,hanger,Which picture shows hanger?
synthetic_vocab__hanger,synthetic-vocab,de,hanger,Welches Bild zeigt hanger?
synthetic_vocab__hanger,synthetic-vocab,es,hanger,Que imagen muestra hanger?
synthetic_vocab__binoculars,synthetic-vocab,en,binoculars,Which picture shows binoculars?
synthetic_vocab__binoculars,synthetic-vocab,de,binoculars,Welches Bild zeigt binoculars?
synthetic_vocab__binoculars,synthetic-vocab,es,binoculars,Que imagen muestra binoculars?
synthetic_vocab__iron,synthetic-vocab,en,iron,Which picture shows iron?
synthetic_vocab__iron,synthetic-vocab,de,iron,Welches Bild zeigt iron?
synthetic_vocab__iron,synthetic-vocab,es,iron,Que imagen muestra iron?
synthetic_vocab__taco,synthetic-vocab,en,taco,Which picture shows taco?
synthetic_vocab__taco,synthetic-vocab,de,taco,Welches Bild zeigt taco?
synthetic_vocab__taco,synthetic-vocab,es,taco,Que imagen muestra taco?
synthetic_vocab__tongs,synthetic-vocab,en,tongs,Which picture shows tongs?
synthetic_vocab__tongs,synthetic-vocab,de,tongs,Welches Bild zeigt tongs?
synthetic_vocab__tongs,synthetic-vocab,es,tongs,Que imagen muestra tongs?
synthetic_vocab__crown,synthetic-vocab,en,crown,Which picture shows crown?
synthetic_vocab__crown,synthetic-vocab,de,crown,Welches Bild zeigt crown?
synthetic_vocab__crown,synthetic-vocab,es,crown,Que imagen muestra crown?
synthetic_vocab__wrench,synthetic-vocab,en,wrench,Which picture shows wrench?
synthetic_vocab__wrench,synthetic-vocab,de,wrench,Welches Bild zeigt wrench?
synthetic_vocab__wrench,synthetic-vocab,es,wrench,Que imagen muestra wrench?
synthetic_vocab__bowtie,synthetic-vocab,en,bowtie,Which picture shows bowtie?
synthetic_vocab__bowtie,synthetic-vocab,de,bowtie,Welches Bild zeigt bowtie?
synthetic_vocab__bowtie,synthetic-vocab,es,bowtie,Que imagen muestra bowtie?
synthetic_vocab__calculator,synthetic-vocab,en,calculator,Which picture shows calculator?
synthetic_vocab__calculator,synthetic-vocab,de,calculator,Welches Bild zeigt calculator?
synthetic_vocab__calculator,synthetic-vocab,es,calculator,Que imagen muestra calculator?
synthetic_vocab__accordion,synthetic-vocab,en,accordion,Which picture shows accordion?
synthetic_vocab__accordion,synthetic-vocab,de,accordion,Welches Bild zeigt accordion?
synthetic_vocab__accordion,synthetic-vocab,es,accordion,Que imagen muestra accordion?
synthetic_vocab__chandelier,synthetic-vocab,en,chandelier,Which picture shows chandelier?
synthetic_vocab__chandelier,synthetic-vocab,de,chandelier,Welches Bild zeigt chandelier?
synthetic_vocab__chandelier,synthetic-vocab,es,chandelier,Que imagen muestra chandelier?
synthetic_vocab__microscope,synthetic-vocab,en,microscope,Which picture shows microscope?
synthetic_vocab__microscope,synthetic-vocab,de,microscope,Welches Bild zeigt microscope?
synthetic_vocab__microscope,synthetic-vocab,es,microscope,Que imagen muestra microscope?
synthetic_vocab__avocado,synthetic-vocab,en,avocado,Which picture shows avocado?
synthetic_vocab__avocado,synthetic-vocab,de,avocado,Welches Bild zeigt avocado?
synthetic_vocab__avocado,synthetic-vocab,es,avocado,Que imagen muestra avocado?
synthetic_vocab__clipper,synthetic-vocab,en,clipper,Which picture shows clipper?
synthetic_vocab__clipper,synthetic-vocab,de,clipper,Welches Bild zeigt clipper?
synthetic_vocab__clipper,synthetic-vocab,es,clipper,Que imagen muestra clipper?
synthetic_vocab__plunger,synthetic-vocab,en,plunger,Which picture shows plunger?
synthetic_vocab__plunger,synthetic-vocab,de,plunger,Welches Bild zeigt plunger?
synthetic_vocab__plunger,synthetic-vocab,es,plunger,Que imagen muestra plunger?
synthetic_vocab__croissant,synthetic-vocab,en,croissant,Which picture shows croissant?
synthetic_vocab__croissant,synthetic-vocab,de,croissant,Welches Bild zeigt croissant?
synthetic_vocab__croissant,synthetic-vocab,es,croissant,Que imagen muestra croissant?
synthetic_vocab__inhaler,synthetic-vocab,en,inhaler,Which picture shows inhaler?
synthetic_vocab__inhaler,synthetic-vocab,de,inhaler,Welches Bild zeigt inhaler?
synthetic_vocab__inhaler,synthetic-vocab,es,inhaler,Que imagen muestra inhaler?
