concept_id,label,child_safe,nameability,animacy
ballot_box,ballot box,False,0.441200658,0.0
bamboo,bamboo,True,0.920929008,0.0
banana,banana,True,0.995726496,0.0
banana_peel,banana peel,False,0.887984884,0.0
banana_split,banana split,False,0.735626689,0.0
bandage,bandage,True,0.324752752,0.0
bandanna,bandanna,True,0.507648205,0.0
banjo,banjo,True,0.952445605,0.0
bank,bank,True,0.719833331,0.0
banner,banner,True,0.595192166,0.0
barbed_wire,barbed wire,False,0.820755609,0.0
barbell,barbell,True,0.337090787,0.0
barcode,barcode,True,0.766761266,0.0
bark,bark,True,0.781637583,0.0
barnacle,barnacle,True,0.367576826,1.0
barrel,barrel,True,0.877971955,0.0
barrette,barrette,True,0.36645561,0.0
baseball,baseball,True,0.963756068,0.0
baseball_bat,baseball bat,False,0.613583591,0.0
baseball_glove,baseball glove,False,0.406541832,0.0
basil,basil,True,0.354861418,0.0
basket,basket,True,0.981940144,0.0
basketball,basketball,True,0.950432973,0.0
basketball_hoop,basketball hoop,False,0.78712278,0.0
bassinet,bassinet,True,0.662345739,0.0
bassoon,bassoon,True,0.287911439,0.0
bat1,bat,True,0.977773239,1.0
bathmat,bathmat,True,0.436705168,0.0
bathrobe,bathrobe,True,0.273992375,0.0
bathtub,bathtub,True,0.709218768,0.0
baton4,baton,True,0.848444053,0.0
batter,batter,True,0.592842707,0.0
battery,battery,True,0.987153026,0.0
bazooka,bazooka,True,0.345529973,0.0
beachball,beachball,True,0.857699428,0.0
bead,bead,True,0.881951202,0.0
beaker,beaker,True,0.603430298,0.0
bean,bean,True,0.818842118,0.0
beanbag,beanbag,True,0.853480016,0.0
beanie,beanie,True,0.444295686,0.0
bear,bear,True,0.989292676,1.0
beard,beard,True,0.960873001,0.0
beaver,beaver,True,0.699321617,1.0
bed,bed,True,0.968853506,0.0
bedpan,bedpan,True,0.645714257,0.0
bedpost,bedpost,True,0.561935558,0.0
bee,bee,True,0.955527367,1.0
beehive,beehive,True,0.449381136,1.0
beer,beer,False,0.862888341,0.0
beet,beet,True,0.690968926,0.0
beetle,beetle,True,0.65543745,1.0
bell,bell,True,1.0,0.0
bell_pepper,bell pepper,False,0.446892968,0.0
belt,belt,True,0.953305138,0.0
belt_buckle,belt buckle,False,0.590548423,0.0
bench,bench,True,0.989332054,0.0
berry,berry,True,0.93287037,0.0
bib,bib,True,0.958492145,0.0
bike,bike,True,0.389905176,0.0
bikini,bikini,True,0.71839382,0.0
bin,bin,True,0.380560777,0.0
binder,binder,True,0.781990669,0.0
binoculars,binoculars,True,0.975,0.0
bird,bird,True,0.89439864,1.0
birdbath,birdbath,True,0.781299736,0.0
birdcage,birdcage,True,0.779951769,1.0
birdhouse,birdhouse,True,0.852633012,1.0
birthday_cake,birthday cake,False,0.290645186,0.0
biscuit,biscuit,True,0.930134517,0.0
bison,bison,True,0.316227692,1.0
blackberry,blackberry,True,0.586016512,0.0
blanket,blanket,True,0.606325864,0.0
blazer,blazer,True,0.321364522,0.0
blender,blender,True,0.946854575,0.0
blimp,blimp,True,0.785661048,0.0
blind,blind,True,0.876561053,0.0
blinder,blinder,True,0.177251197,0.0
blindfold,blindfold,True,0.706475748,0.0
block,block,True,0.896464855,0.0
blouse,blouse,True,0.598099684,0.0
blower,blower,True,0.913458892,0.0
blowfish,blowfish,True,0.229477608,1.0
blowgun,blowgun,True,0.289220412,0.0
blowtorch,blowtorch,True,0.295920868,0.0
blueberry,blueberry,True,0.953593338,0.0
boa,boa,True,0.613945362,0.0
boar,boar,True,0.482699805,1.0
board,board,True,0.33290994,0.0
board_game,board game,False,0.631808018,0.0
boat,boat,True,0.914624797,0.0
bobsled,bobsled,True,0.676180341,0.0
bok_choy,bok choy,False,0.322444809,0.0
bolo_tie,bolo tie,False,0.342196535,0.0
bologna,bologna,True,0.505575059,0.0
bolt,bolt,True,0.465987559,0.0
bomb,bomb,True,0.293876849,0.0
bone,bone,True,0.8525043,0.0
bongo,bongo,True,0.442465505,0.0
bonnet,bonnet,True,0.822399237,0.0
bonsai,bonsai,True,0.831121359,0.0
book,book,True,0.9788574,0.0
bookmark,bookmark,True,0.744160394,0.0
bookshelf,bookshelf,True,0.462822497,0.0
boomerang,boomerang,True,0.941691033,0.0
boot,boot,True,0.947405777,0.0
bottle,bottle,True,0.901413255,0.0
bottle_opener,bottle opener,False,0.799359592,0.0
boulder,boulder,True,0.482114489,0.0
bouquet,bouquet,True,0.660778171,0.0
bow2,bow,True,0.953496589,0.0
bowl,bowl,True,0.958184626,0.0
bowler_hat,bowler hat,False,0.265099825,0.0
bowling_ball,bowling ball,False,0.910161535,0.0
bowtie,bowtie,True,0.965685046,0.0
box,box,True,0.958639706,0.0
boxer_shorts,boxer shorts,False,0.123039877,0.0
boxing_gloves,boxing gloves,False,0.911311203,0.0
boy,boy,True,0.557353272,0.0
bra,bra,False,0.995238095,0.0
brace,brace,True,0.751062092,0.0
bracelet2,bracelet,True,0.946845343,0.0
bracket,bracket,True,0.394362458,0.0
braid,braid,True,0.82559877,0.0
brake,brake,True,0.508865096,0.0
branch,branch,True,0.694340796,0.0
brass_knuckles,brass knuckles,False,0.821752605,0.0
bread,bread,True,0.951587302,0.0
breadbox,breadbox,True,0.779376136,0.0
breadstick,breadstick,True,0.777447448,0.0
breakfast,breakfast,True,0.720265974,0.0
breathalyzer,breathalyzer,True,0.738195878,0.0
brick,brick,True,0.971602413,0.0
briefcase,briefcase,True,0.64755762,0.0
broccoli,broccoli,True,0.983660131,0.0
brooch,brooch,True,0.541086171,0.0
broom,broom,True,0.986082445,0.0
brownie,brownie,True,0.924364322,0.0
brush,brush,True,0.942248485,0.0
brussels_sprouts,brussels sprouts,False,0.223471362,0.0
bubble,bubble,True,0.950751061,0.0
bubble_wrap,bubble wrap,False,0.884280401,0.0
bucket,bucket,True,0.798828976,0.0
buckle,buckle,True,0.476950342,0.0
buffet,buffet,True,0.862407244,0.0
bug,bug,True,0.518860155,1.0
buggy,buggy,True,0.478888602,0.0
bull,bull,True,0.603020931,1.0
bulldozer,bulldozer,True,0.516384628,0.0
bullet,bullet,False,0.906852161,0.0
bulletin_board,bulletin board,False,0.467348928,0.0
bulletproof_vest,bulletproof vest,False,0.226817452,0.0
bumper,bumper,True,0.623832918,0.0
bun,bun,True,0.548179681,0.0
bungee,bungee,True,0.608199676,0.0
bunkbed,bunkbed,True,0.131156814,0.0
buoy,buoy,True,0.787842564,0.0
burner,burner,True,0.756062951,0.0
burrito,burrito,True,0.768027606,0.0
bus,bus,True,0.959766655,0.0
bush,bush,True,0.571298935,0.0
butter,butter,True,0.830836128,0.0
butterfly,butterfly,True,0.957744776,1.0
button1,button,True,0.996904025,0.0
cabbage,cabbage,True,0.743138578,0.0
cabinet,cabinet,True,0.77550371,0.0
cable,cable,True,0.357269092,0.0
cactus,cactus,True,0.973310114,0.0
cage,cage,True,0.834656648,0.0
cake,cake,True,0.992156863,0.0
cake_mix,cake mix,False,0.238189428,0.0
calamari,calamari,True,0.429698327,0.0
calculator,calculator,True,0.968413681,0.0
calf2,calf,True,0.537288073,0.0
calzone,calzone,True,0.555248825,0.0
camcorder,camcorder,True,0.336939776,0.0
camel,camel,True,1.0,1.0
camera1,camera,True,0.985776072,0.0
camera_lens,camera lens,False,0.536510701,0.0
camper,camper,True,0.5635732,0.0
can,can,True,0.93120485,0.0
can_opener,can opener,False,0.925570104,0.0
candelabra,candelabra,True,0.454405188,0.0
candle,candle,True,0.9422187,0.0
candlestick,candlestick,True,0.325660966,0.0
candy,candy,True,0.891234024,0.0
candy_bar,candy bar,False,0.444551944,0.0
candy_cane,candy cane,False,0.913603658,0.0
cane,cane,True,0.831900011,0.0
canister,canister,True,0.523822383,0.0
cannon,cannon,True,0.815660116,0.0
cannonball,cannonball,True,0.167652971,0.0
canoe,canoe,True,0.704015671,0.0
cantaloupe,cantaloupe,True,0.488461538,0.0
canvas,canvas,True,0.506738046,0.0
cap,cap,True,0.816859858,0.0
cape,cape,True,0.573945648,0.0
car,car,True,0.83109986,0.0
car_door,car door,False,0.834167527,0.0
car_seat,car seat,False,0.557022836,0.0
caramel,caramel,True,0.679858583,0.0
card,card,True,0.972066277,0.0
cardboard,cardboard,True,0.830230932,0.0
cardigan,cardigan,True,0.317587474,0.0
cardinal,cardinal,True,0.777768605,1.0
carousel,carousel,True,0.747202156,0.0
carriage,carriage,True,0.72223351,0.0
carrot,carrot,True,0.995098039,0.0
cart,cart,True,0.21833577,0.0
cash_machine,cash machine,False,0.0,0.0
cash_register,cash register,False,0.698327313,0.0
cashew,cashew,True,0.842680885,0.0
casserole,casserole,True,0.636779039,0.0
cassette,cassette,True,0.855526531,0.0
cat,cat,True,0.948801743,1.0
catapult,catapult,True,0.613881722,0.0
caterpillar,caterpillar,True,0.914314381,1.0
catfish,catfish,True,0.704321107,1.0
cauliflower,cauliflower,True,0.971620496,0.0
caviar,caviar,True,0.619805972,0.0
cd_player,cd player,False,0.655087934,0.0
celery,celery,True,0.981424149,0.0
cello,cello,True,0.643907563,0.0
cellphone,cellphone,True,0.174892232,0.0
cement_mixer,cement mixer,False,0.611406375,0.0
centerpiece,centerpiece,True,0.47120743,0.0
centrifuge,centrifuge,True,0.467712992,0.0
cereal,cereal,True,0.819662668,0.0
chain,chain,True,0.975260417,0.0
chainsaw,chainsaw,True,0.690931373,0.0
chair,chair,True,0.99537037,0.0
chalice,chalice,True,0.289693024,0.0
chalk,chalk,True,0.955834392,0.0
chalkboard,chalkboard,True,0.566477468,0.0
champagne,champagne,True,0.664905114,0.0
chandelier,chandelier,True,0.963640924,0.0
chaps,chaps,True,0.687996985,0.0
charcoal,charcoal,True,0.522042647,0.0
charger,charger,True,0.479190624,0.0
chariot,chariot,True,0.620834869,0.0
checkbook,checkbook,True,0.68081212,0.0
checkers,checkers,True,0.59422832,0.0
cheese,cheese,True,0.898483136,0.0
cheeseburger,cheeseburger,True,0.488292269,0.0
cheesecake,cheesecake,True,0.882839124,0.0
cheetah,cheetah,True,0.659082189,1.0
cherry,cherry,True,0.949597953,0.0
chess_piece,chess piece,False,0.640506337,0.0
chessboard,chessboard,True,0.196657135,0.0
chest1,chest,True,0.65965588,0.0
chick,chick,True,0.899530945,1.0
chicken2,chicken,True,0.592841991,1.0
chicken_wire,chicken wire,False,0.457496683,0.0
chickpea,chickpea,True,0.545306158,0.0
chihuahua,chihuahua,True,0.301207574,1.0
chili,chili,True,0.727076576,0.0
chime,chime,True,0.635815847,0.0
chimney,chimney,True,0.851523979,0.0
chin,chin,True,0.613014204,0.0
chinaware,chinaware,True,0.028128655,0.0
chinchilla,chinchilla,True,0.493034547,1.0
chip,chip,True,0.556869195,0.0
chipmunk,chipmunk,True,0.619355489,1.0
chips,chips,True,0.904989035,0.0
chisel,chisel,True,0.628545735,0.0
chive,chive,True,0.341420494,0.0
chocolate,chocolate,True,0.903901912,0.0
chopsticks,chopsticks,True,0.804840328,0.0
christmas_card,christmas card,False,0.436349043,0.0
christmas_tree,christmas tree,False,0.932571011,0.0
chute,chute,True,0.256584901,0.0
cigar,cigar,False,0.96144238,0.0
cigarette,cigarette,False,0.987272102,0.0
cigarette_butt,cigarette butt,False,0.665725281,0.0
cigarette_holder,cigarette holder,False,0.352845932,0.0
cilantro,cilantro,True,0.30507429,0.0
cinnamon,cinnamon,True,0.945122406,0.0
clam,clam,True,0.582638889,1.0
clarinet,clarinet,True,0.630111667,0.0
clasp,clasp,True,0.397684965,0.0
clay,clay,True,0.780109434,0.0
cleat,cleat,True,0.744159083,0.0
cleaver,cleaver,True,0.502585272,0.0
clipboard,clipboard,True,0.814297672,0.0
clipper2,clipper,True,0.922697368,0.0
cloak,cloak,True,0.462953646,0.0
clock,clock,True,0.978070175,0.0
closet,closet,True,0.376859901,0.0
clothes,clothes,True,0.572764679,0.0
clothesline,clothesline,True,0.52942789,0.0
clothespin,clothespin,True,0.369903824,0.0
cloud,cloud,True,0.861598441,0.0
clove,clove,True,0.499723727,0.0
clover,clover,True,0.763314843,0.0
coal,coal,True,0.467773549,0.0
coaster,coaster,True,0.764207803,0.0
coat,coat,True,0.809801055,0.0
coat_rack,coat rack,False,0.687916237,0.0
cobra,cobra,True,0.612097788,1.0
cockatoo,cockatoo,True,0.32430109,1.0
cockroach,cockroach,True,0.552064342,1.0
cocktail,cocktail,True,0.466673475,0.0
coconut,coconut,True,0.978084795,0.0
cocoon,cocoon,True,0.602546655,1.0
coffee,coffee,True,0.88459007,0.0
coffee_bean,coffee bean,False,0.893553635,0.0
coffee_filter,coffee filter,False,0.658135893,0.0
coffee_pot,coffee pot,False,0.070754091,0.0
coffee_table,coffee table,False,0.788073431,0.0
coffeemaker,coffeemaker,True,0.712441029,0.0
coffin,coffin,True,0.59505967,0.0
coil,coil,True,0.355097609,0.0
coin,coin,True,0.843646698,0.0
coleslaw,coleslaw,True,0.566729528,0.0
collar,collar,True,0.812854747,0.0
column,column,True,0.396828775,0.0
comb,comb,True,0.958495299,0.0
combination_lock,combination lock,False,0.18112612,0.0
comic_book,comic book,False,0.696021508,0.0
compass,compass,True,0.948142415,0.0
compost,compost,True,0.50734676,0.0
computer,computer,True,0.748014849,0.0
computer_screen,computer screen,False,0.04875731,0.0
confetti,confetti,True,0.804698429,0.0
contact_lens,contact lens,False,0.699885014,0.0
container,container,True,0.726129284,0.0
cooker,cooker,True,0.202890652,0.0
cookie,cookie,True,0.324202213,0.0
cookie_cutter,cookie cutter,False,0.874972877,0.0
cookie_sheet,cookie sheet,False,0.219227252,0.0
cooler,cooler,True,0.748425551,0.0
coop,coop,True,0.671024847,1.0
copier,copier,True,0.43671454,0.0
coral,coral,True,0.731351144,1.0
cord,cord,True,0.714641588,0.0
cordon_bleu,cordon bleu,False,0.389966696,0.0
cork,cork,True,0.943764058,0.0
corkboard,corkboard,True,0.344554772,0.0
corkscrew,corkscrew,True,0.561549708,0.0
corn,corn,True,0.99380805,0.0
cornbread,cornbread,True,0.685312546,0.0
cornhusk,cornhusk,True,0.302645912,0.0
cornmeal,cornmeal,True,0.21178467,0.0
cornucopia,cornucopia,True,0.700002646,0.0
corsage,corsage,True,0.776201124,0.0
corset,corset,True,0.832441329,0.0
costume,costume,True,0.455281981,0.0
cot,cot,True,0.705964558,0.0
cotton_candy,cotton candy,False,0.928804477,0.0
couch,couch,True,0.585240564,0.0
cougar,cougar,True,0.39872162,1.0
counter,counter,True,0.773720634,0.0
coverall,coverall,True,0.265972529,0.0
cow,cow,True,0.905051385,1.0
coyote,coyote,True,0.438496517,1.0
crab,crab,True,0.977296182,1.0
cracker,cracker,True,0.848111455,0.0
cranberry,cranberry,True,0.47394743,0.0
crane,crane,True,0.907765499,0.0
crank,crank,True,0.289294161,0.0
crate,crate,True,0.620787298,0.0
crayfish,crayfish,True,0.057086343,1.0
crayon,crayon,True,0.958096835,0.0
cream,cream,True,0.475759661,0.0
cream_cheese,cream cheese,False,0.46688919,0.0
credit_card,credit card,False,0.905192925,0.0
creme_brulee,creme brulee,False,0.472948655,0.0
crepe,crepe,True,0.680314743,0.0
crib,crib,True,0.913852719,0.0
croissant,croissant,True,0.901838235,0.0
cross,cross,True,0.933237779,0.0
crossbow,crossbow,True,0.658066735,0.0
crouton,crouton,True,0.792426327,0.0
crow,crow,True,0.659356725,1.0
crowbar,crowbar,True,0.615715299,0.0
crown,crown,True,0.971795809,0.0
crucifix,crucifix,True,0.566338231,0.0
cruise_ship,cruise ship,False,0.702555306,0.0
crumb,crumb,True,0.875403838,0.0
crutch,crutch,True,0.93369661,0.0
crystal2,crystal,True,0.639294437,0.0
crystal_ball,crystal ball,False,0.210526316,0.0
cuckoo_clock,cuckoo clock,False,0.615390805,0.0
cucumber,cucumber,True,0.862994765,0.0
cufflink,cufflink,True,0.52380246,0.0
cummerbund,cummerbund,True,0.186898005,0.0
cup,cup,True,0.713905229,0.0
cupcake,cupcake,True,0.912890791,0.0
curb,curb,True,0.641492825,0.0
curling_iron,curling iron,False,0.743978512,0.0
curry,curry,True,0.287325265,0.0
curtain,curtain,True,0.871737759,0.0
cushion,cushion,True,0.173102282,0.0
cutting_board,cutting board,False,0.727711845,0.0
cymbal,cymbal,True,0.702492368,0.0
dagger,dagger,False,0.323656261,0.0
daisy,daisy,True,0.624706169,0.0
dalmatian,dalmatian,True,0.728634546,1.0
dandelion,dandelion,True,0.636875932,0.0
dart,dart,True,0.96648484,0.0
dartboard,dartboard,True,0.391645167,0.0
dashboard,dashboard,True,0.491690482,0.0
deer,deer,True,0.848856516,1.0
defibrillator,defibrillator,True,0.513243894,0.0
denture,denture,True,0.671007482,0.0
deodorant,deodorant,True,0.811268777,0.0
desk,desk,True,0.885076662,0.0
dessert,dessert,True,0.364001554,0.0
detonator,detonator,True,0.309257468,0.0
dial,dial,True,0.203257224,0.0
diamond,diamond,True,0.801606037,0.0
diaper,diaper,True,0.935017487,0.0
dice,dice,True,0.884551657,0.0
dip,dip,True,0.688849882,0.0
dirt_bike,dirt bike,False,0.463059712,0.0
dish,dish,True,0.438976526,0.0
dishrag,dishrag,True,0.008796296,0.0
dishwasher,dishwasher,True,0.779709455,0.0
dishwashing_liquid,dishwashing liquid,False,0.034881982,0.0
diskette,diskette,True,0.018547185,0.0
diving_board,diving board,False,0.841020349,0.0
dog,dog,True,0.877664545,1.0
dogfood,dogfood,True,0.621249768,0.0
doghouse,doghouse,True,0.298911116,1.0
doily,doily,True,0.702184635,0.0
doll,doll,True,0.912090357,0.0
dollhouse,dollhouse,True,0.507820146,0.0
dolly,dolly,True,0.531260088,0.0
dolphin,dolphin,True,0.942293233,1.0
domino,domino,True,0.937038231,0.0
donkey,donkey,True,0.875492978,1.0
donut,donut,True,0.693036206,0.0
door,door,True,0.97070372,0.0
doorbell,doorbell,True,0.932164664,0.0
doorhandle,doorhandle,True,0.530062713,0.0
doorknob,doorknob,True,0.83514863,0.0
doorknocker,doorknocker,True,0.773754085,0.0
doormat,doormat,True,0.19452695,0.0
doorstop,doorstop,True,0.582548733,0.0
dough,dough,True,0.913290021,0.0
dragonfly,dragonfly,True,0.695421612,1.0
drain,drain,True,0.453428843,0.0
drawer,drawer,True,0.912792398,0.0
dreidel,dreidel,True,0.699543211,0.0
dress,dress,True,0.846590458,0.0
dresser,dresser,True,0.759471919,0.0
drill,drill,True,0.912023625,0.0
drink,drink,True,0.412343932,0.0
drum,drum,True,0.970347437,0.0
drumstick,drumstick,True,0.48631004,0.0
dryer,dryer,True,0.740036263,0.0
duck,duck,True,0.924172753,1.0
duckling,duckling,True,0.600846061,1.0
duct,duct,True,0.385169749,0.0
duct_tape,duct tape,False,0.695986699,0.0
duffel_bag,duffel bag,False,0.329625109,0.0
dumbbell,dumbbell,True,0.404401575,0.0
dumbwaiter,dumbwaiter,True,0.341574597,0.0
dumpling,dumpling,True,0.58140298,0.0
dumpster,dumpster,True,0.829051182,0.0
duster,duster,True,0.89500774,0.0
dustpan,dustpan,True,0.363450292,0.0
dynamite,dynamite,True,0.615102141,0.0
eagle,eagle,True,0.883099907,1.0
ear,ear,True,0.995614035,0.0
earplug,earplug,True,0.362665242,0.0
earring,earring,True,0.797489358,0.0
earwig,earwig,True,0.2571361,1.0
easel,easel,True,0.803880719,0.0
easter_egg,easter egg,False,0.506169304,0.0
eclair,eclair,True,0.216811023,0.0
eel,eel,True,0.680621488,1.0
egg,egg,True,0.989454191,0.0
egg_roll,egg roll,False,0.590227612,0.0
eggbeater,eggbeater,True,0.212389646,0.0
eggnog,eggnog,True,0.61002322,0.0
eggplant,eggplant,True,0.886763273,0.0
eggshell,eggshell,True,0.364202479,0.0
elbow,elbow,True,0.845329009,0.0
electric_chair,electric chair,False,0.859749455,0.0
elephant,elephant,True,0.995614035,1.0
emerald,emerald,True,0.20567273,0.0
enchilada,enchilada,True,0.64683845,0.0
engine,engine,True,0.827658812,0.0
envelope,envelope,True,0.892196996,0.0
eraser,eraser,True,0.788784615,0.0
espresso,espresso,True,0.193460827,0.0
exerciser,exerciser,True,0.105134159,0.0
exhaust_pipe,exhaust pipe,False,0.360208118,0.0
extinguisher,extinguisher,True,0.958153272,0.0
eye,eye,True,0.971608146,0.0
eye_patch,eye patch,False,0.875584795,0.0
eyedropper,eyedropper,True,0.197749685,0.0
eyeliner,eyeliner,True,0.607628139,0.0
eyepiece,eyepiece,True,0.013645224,0.0
face,face,True,0.451757611,0.0
face_mask,face mask,False,0.29439822,0.0
fan,fan,True,0.996240602,0.0
fast_food,fast food,False,0.140258428,0.0
faucet,faucet,True,0.876731094,0.0
feather,feather,True,0.978199443,1.0
fence,fence,True,0.950894393,0.0
fencepost,fencepost,True,0.375042693,0.0
fern,fern,True,0.670060926,0.0
ferret,ferret,True,0.584857506,1.0
ferris_wheel,ferris wheel,False,0.967377334,0.0
ferry,ferry,True,0.435008887,0.0
fig,fig,True,0.445107356,0.0
figurine,figurine,True,0.373044591,0.0
file2,file,True,0.753296999,0.0
filing_cabinet,filing cabinet,False,0.291606109,0.0
film,film,True,0.767323845,0.0
filter,filter,True,0.838998395,0.0
finger,finger,True,0.793858216,0.0
fingerprint,fingerprint,True,0.69872721,0.0
fire,fire,True,0.970498294,0.0
fire_alarm,fire alarm,False,0.952243763,0.0
fire_hydrant,fire hydrant,False,0.863194137,0.0
fire_pit,fire pit,False,0.797773846,0.0
firecracker,firecracker,True,0.570021008,0.0
fireplace,fireplace,True,0.95092834,0.0
firetruck,firetruck,True,0.328679696,0.0
firewood,firewood,True,0.362933938,0.0
fireworks,fireworks,True,0.924599126,0.0
first-aid_kit,first-aid kit,False,0.013645224,0.0
fish,fish,True,0.975888439,1.0
fishbowl,fishbowl,True,0.655948876,0.0
fishhook,fishhook,True,0.294148105,1.0
fishing_pole,fishing pole,False,0.594805642,1.0
fishnet_stockings,fishnet stockings,False,0.334084659,0.0
flag,flag,True,0.983426704,0.0
flagpole,flagpole,True,0.283122021,0.0
flamethrower,flamethrower,True,0.358254859,0.0
flamingo,flamingo,True,0.95426068,1.0
flan,flan,True,0.676419347,0.0
flashbulb,flashbulb,True,0.060020712,0.0
flashlight,flashlight,True,0.885228185,0.0
flask,flask,True,0.906140044,0.0
flatiron,flatiron,True,0.203094542,0.0
flip_flop,flip-flop,False,0.196345388,0.0
flipper,flipper,True,0.722825651,0.0
float,float,True,0.652774194,0.0
floss,floss,True,0.895688458,0.0
flour,flour,True,0.866665233,0.0
flower,flower,True,0.865360382,0.0
flute,flute,True,0.748777663,0.0
fly,fly,True,0.928049434,1.0
flypaper,flypaper,True,0.282546109,1.0
flyswatter,flyswatter,True,0.656954478,0.0
foam,foam,True,0.624813668,0.0
folder,folder,True,0.705912453,0.0
fondue,fondue,True,0.606995316,0.0
food_processor,food processor,False,0.664740896,0.0
foot,foot,True,0.876036292,0.0
football,football,True,0.97706685,0.0
football_helmet,football helmet,False,0.413767185,0.0
footbath,footbath,True,0.424151832,0.0
footprint,footprint,True,0.709837175,0.0
footrest,footrest,True,0.142064055,0.0
fork,fork,True,0.967234262,0.0
forklift,forklift,True,0.853512355,0.0
fossil,fossil,True,0.689425849,0.0
fountain_pen,fountain pen,False,0.268813209,0.0
fox,fox,True,0.942600834,1.0
frame,frame,True,0.895382554,0.0
freezer,freezer,True,0.873805326,0.0
french_fries,french fries,False,0.676773377,0.0
french_horn,french horn,False,0.610190918,0.0
frisbee,frisbee,True,0.906568556,0.0
frog,frog,True,0.963168378,1.0
fruit,fruit,True,0.945390437,0.0
fruitcake,fruitcake,True,0.321684368,0.0
fudge,fudge,True,0.694232825,0.0
fungus,fungus,True,0.28684103,0.0
funnel,funnel,True,0.873608244,0.0
fur_coat,fur coat,False,0.676500688,0.0
furnace,furnace,True,0.294189313,0.0
fuse,fuse,True,0.473578145,0.0
gallows,gallows,True,0.298770568,0.0
game,game,True,0.715163829,0.0
garbage,garbage,True,0.376378856,0.0
garbage_truck,garbage truck,False,0.571499255,0.0
gargoyle,gargoyle,True,0.685956312,0.0
garlic,garlic,True,0.912571666,0.0
garter,garter,True,0.807576539,0.0
gas_mask,gas mask,False,0.806839454,0.0
gasket,gasket,True,0.260003102,0.0
gate,gate,True,0.897002924,0.0
gauge,gauge,True,0.568263746,0.0
gauze,gauze,True,0.675202815,0.0
gavel,gavel,True,0.87600394,0.0
gazelle,gazelle,True,0.316008158,1.0
gear,gear,True,0.720349587,0.0
gearshift,gearshift,True,0.104447598,0.0
gel,gel,True,0.347060862,0.0
gem,gem,True,0.196348971,0.0
generator,generator,True,0.882351713,0.0
gift,gift,True,0.57060006,0.0
ginger,ginger,True,0.829624971,0.0
gingerbread_man,gingerbread man,False,0.37641003,0.0
giraffe,giraffe,True,0.983845925,1.0
girl,girl,True,0.585456193,0.0
glass,glass,True,0.90036048,0.0
glasses,glasses,True,0.721488952,0.0
globe,globe,True,0.972627852,0.0
glove,glove,True,0.982595889,0.0
glue,glue,True,0.915815632,0.0
go-kart,go-kart,True,0.400378755,0.0
goalpost,goalpost,True,0.239690006,0.0
goat,goat,True,0.935903996,1.0
goblet,goblet,True,0.37112481,0.0
goggles,goggles,True,0.913413577,0.0
gold,gold,True,0.888290477,0.0
goldfish,goldfish,True,0.643572626,1.0
golf_cart,golf cart,False,0.904415706,0.0
golf_club,golf club,False,0.838831812,0.0
