item_uid,task,language,prompt_phrase,full_prompt
vocab__spoon,vocab,de,spoon,Welches Bild zeigt spoon?
vocab__spoon,vocab,es,spoon,¿Qué imagen muestra spoon?
vocab__teapot,vocab,en,teapot,Which picture shows teapot?
vocab__teapot,vocab,de,teapot,Welches Bild zeigt teapot?
vocab__teapot,vocab,es,teapot,¿Qué imagen muestra teapot?
vocab__drum,vocab,en,drum,Which picture shows drum?
vocab__drum,vocab,de,drum,Welches Bild zeigt drum?
vocab__drum,vocab,es,drum,¿Qué imagen muestra drum?
vocab__flower,vocab,en,flower,Which picture shows flower?
vocab__flower,vocab,de,flower,Welches Bild zeigt flower?
vocab__flower,vocab,es,flower,¿Qué imagen muestra flower?
vocab__moon,vocab,en,moon,Which picture shows moon?
vocab__moon,vocab,de,moon,Welches Bild zeigt moon?
vocab__moon,vocab,es,moon,¿Qué imagen muestra moon?
vocab__barn,vocab,en,barn,Which picture shows barn?
vocab__barn,vocab,de,barn,Welches Bild zeigt barn?
vocab__barn,vocab,es,barn,¿Qué imagen muestra barn?
vocab__boat,vocab,en,boat,Which picture shows boat?
vocab__boat,vocab,de,boat,Welches Bild zeigt boat?
vocab__boat,vocab,es,boat,¿Qué imagen muestra boat?
vocab__train,vocab,en,train,Which picture shows train?
vocab__train,vocab,de,train,Welches Bild zeigt train?
vocab__train,vocab,es,train,¿Qué imagen muestra train?
vocab__rabbit,vocab,en,rabbit,Which picture shows rabbit?
vocab__rabbit,vocab,de,rabbit,Welches Bild zeigt rabbit?
vocab__rabbit,vocab,es,rabbit,¿Qué imagen muestra rabbit?
vocab__apron,vocab,en,apron,Which picture shows apron?
vocab__apron,vocab,de,apron,Welches Bild zeigt apron?
vocab__apron,vocab,es,apron,¿Qué imagen muestra apron?
vocab__glove,vocab,en,glove,Which picture shows glove?
vocab__glove,vocab,de,glove,Welches Bild zeigt glove?
vocab__glove,vocab,es,glove,¿Qué imagen muestra glove?
vocab__carrot,vocab,en,carrot,Which picture shows carrot?
vocab__carrot,vocab,de,carrot,Welches Bild zeigt carrot?
vocab__carrot,vocab,es,carrot,¿Qué imagen muestra carrot?
vocab__candle,vocab,en,candle,Which picture shows candle?
vocab__candle,vocab,de,candle,Welches Bild zeigt candle?
vocab__candle,vocab,es,candle,¿Qué imagen muestra candle?
vocab__clock,vocab,en,clock,Which picture shows clock?
vocab__clock,vocab,de,clock,Welches Bild zeigt clock?
vocab__clock,vocab,es,clock,¿Qué imagen muestra clock?
vocab__pillow,vocab,en,pillow,Which picture shows pillow?
vocab__pillow,vocab,de,pillow,Welches Bild zeigt pillow?
vocab__pillow,vocab,es,pillow,¿Qué imagen muestra pillow?
vocab__stool,vocab,en,stool,Which picture shows stool?
vocab__stool,vocab,de,stool,Welches Bild zeigt stool?
vocab__stool,vocab,es,stool,¿Qué imagen muestra stool?
vocab__acorn,vocab,en,acorn,Which picture shows acorn?
vocab__acorn,vocab,de,acorn,Welches Bild zeigt acorn?
vocab__acorn,vocab,es,acorn,¿Qué imagen muestra acorn?
vocab__cliff,vocab,en,cliff,Which picture shows cliff?
vocab__cliff,vocab,de,cliff,Welches Bild zeigt cliff?
vocab__cliff,vocab,es,cliff,¿Qué imagen muestra cliff?
vocab__lily,vocab,en,lily,Which picture shows lily?
vocab__lily,vocab,de,lily,Welches Bild zeigt lily?
vocab__lily,vocab,es,lily,¿Qué imagen muestra lily?
vocab__nest,vocab,en,nest,Which picture shows nest?
vocab__nest,vocab,de,nest,Welches Bild zeigt nest?
vocab__nest,vocab,es,nest,¿Qué imagen muestra nest?
vocab__button,vocab,en,button,Which picture shows button?
vocab__button,vocab,de,button,Welches Bild zeigt button?
vocab__button,vocab,es,button,¿Qué imagen muestra button?
vocab__envelope,vocab,en,envelope,Which picture shows envelope?
vocab__envelope,vocab,de,envelope,Welches Bild zeigt envelope?
vocab__envelope,vocab,es,envelope,¿Qué imagen muestra envelope?
vocab__bridge,vocab,en,bridge,Which picture shows bridge?
vocab__bridge,vocab,de,bridge,Welches Bild zeigt bridge?
vocab__bridge,vocab,es,bridge,¿Qué imagen muestra bridge?
vocab__ladder,vocab,en,ladder,Which picture shows ladder?
vocab__ladder,vocab,de,ladder,Welches Bild zeigt ladder?
vocab__ladder,vocab,es,ladder,¿Qué imagen muestra ladder?
vocab__magnet,vocab,en,magnet,Which picture shows magnet?
vocab__magnet,vocab,de,magnet,Welches Bild zeigt magnet?
vocab__magnet,vocab,es,magnet,¿Qué imagen muestra magnet?
vocab__kite,vocab,en,kite,Which picture shows kite?
vocab__kite,vocab,de,kite,Welches Bild zeigt kite?
vocab__kite,vocab,es,kite,¿Qué imagen muestra kite?
vocab__camel,vocab,en,camel,Which picture shows camel?
vocab__camel,vocab,de,camel,Welches Bild zeigt camel?
vocab__camel,vocab,es,camel,¿Qué imagen muestra camel?
vocab__otter,vocab,en,otter,Which picture shows otter?
vocab__otter,vocab,de,otter,Welches Bild zeigt otter?
vocab__otter,vocab,es,otter,¿Qué imagen muestra otter?
vocab__swan,vocab,en,swan,Which picture shows swan?
vocab__swan,vocab,de,swan,Welches Bild zeigt swan?
vocab__swan,vocab,es,swan,¿Qué imagen muestra swan?
vocab__crown,vocab,en,crown,Which picture shows crown?
vocab__crown,vocab,de,crown,Welches Bild zeigt crown?
vocab__crown,vocab,es,crown,¿Qué imagen muestra crown?
vocab__helmet,vocab,en,helmet,Which picture shows helmet?
vocab__helmet,vocab,de,helmet,Welches Bild zeigt helmet?
vocab__helmet,vocab,es,helmet,¿Qué imagen muestra helmet?
vocab__pocket,vocab,en,pocket,Which picture shows pocket?
vocab__pocket,vocab,de,pocket,Welches Bild zeigt pocket?
vocab__pocket,vocab,es,pocket,¿Qué imagen muestra pocket?
vocab__blanket,vocab,en,blanket,Which picture shows blanket?
vocab__blanket,vocab,de,blanket,Welches Bild zeigt blanket?
vocab__blanket,vocab,es,blanket,¿Qué imagen muestra blanket?
vocab__ladle,vocab,en,ladle,Which picture shows ladle?
vocab__ladle,vocab,de,ladle,Welches Bild zeigt ladle?
vocab__ladle,vocab,es,ladle,¿Qué imagen muestra ladle?
vocab__beehive,vocab,en,beehive,Which picture shows beehive?
vocab__beehive,vocab,de,beehive,Welches Bild zeigt beehive?
vocab__beehive,vocab,es,beehive,¿Qué imagen muestra beehive?
vocab__feather,vocab,en,feather,Which picture shows feather?
vocab__feather,vocab,de,feather,Welches Bild zeigt feather?
vocab__feather,vocab,es,feather,¿Qué imagen muestra feather?
vocab__planet,vocab,en,planet,Which picture shows planet?
vocab__planet,vocab,de,planet,Welches Bild zeigt planet?
vocab__planet,vocab,es,planet,¿Qué imagen muestra planet?
vocab__anchor,vocab,en,anchor,Which picture shows anchor?
vocab__anchor,vocab,de,anchor,Welches Bild zeigt anchor?
vocab__anchor,vocab,es,anchor,¿Qué imagen muestra anchor?
vocab__pouch,vocab,en,pouch,Which picture shows pouch?
vocab__pouch,vocab,de,pouch,Welches Bild zeigt pouch?
vocab__pouch,vocab,es,pouch,¿Qué imagen muestra pouch?
vocab__castle,vocab,en,castle,Which picture shows castle?
vocab__castle,vocab,de,castle,Welches Bild zeigt castle?
vocab__castle,vocab,es,castle,¿Qué imagen muestra castle?
vocab__igloo,vocab,en,igloo,Which picture shows igloo?
vocab__igloo,vocab,de,igloo,Welches Bild zeigt igloo?
vocab__igloo,vocab,es,igloo,¿Qué imagen muestra igloo?
vocab__porch,vocab,en,porch,Which picture shows porch?
vocab__porch,vocab,de,porch,Welches Bild zeigt porch?
vocab__porch,vocab,es,porch,¿Qué imagen muestra porch?
vocab__valley,vocab,en,valley,Which picture shows valley?
vocab__valley,vocab,de,valley,Welches Bild zeigt valley?
vocab__valley,vocab,es,valley,¿Qué imagen muestra valley?
vocab__hammer,vocab,en,hammer,Which picture shows hammer?
vocab__hammer,vocab,de,hammer,Welches Bild zeigt hammer?
vocab__hammer,vocab,es,hammer,¿Qué imagen muestra hammer?
vocab__bicycle,vocab,en,bicycle,Which picture shows bicycle?
vocab__bicycle,vocab,de,bicycle,Welches Bild zeigt bicycle?
vocab__bicycle,vocab,es,bicycle,¿Qué imagen muestra bicycle?
vocab__tractor,vocab,en,tractor,Which picture shows tractor?
vocab__tractor,vocab,de,tractor,Welches Bild zeigt tractor?
vocab__tractor,vocab,es,tractor,¿Qué imagen muestra tractor?
vocab__mitten,vocab,en,mitten,Which picture shows mitten?
vocab__mitten,vocab,de,mitten,Welches Bild zeigt mitten?
vocab__mitten,vocab,es,mitten,¿Qué imagen muestra mitten?
vocab__chimney,vocab,en,chimney,Which picture shows chimney?
vocab__chimney,vocab,de,chimney,Welches Bild zeigt chimney?
vocab__chimney,vocab,es,chimney,¿Qué imagen muestra chimney?
vocab__accordion,vocab,en,accordion,Which picture shows accordion?
vocab__accordion,vocab,de,accordion,Welches Bild zeigt accordion?
vocab__accordion,vocab,es,accordion,¿Qué imagen muestra accordion?
vocab__flute,vocab,en,flute,Which picture shows flute?
vocab__flute,vocab,de,flute,Welches Bild zeigt flute?
vocab__flute,vocab,es,flute,¿Qué imagen muestra flute?
vocab__cactus,vocab,en,cactus,Which picture shows cactus?
vocab__cactus,vocab,de,cactus,Welches Bild zeigt cactus?
vocab__cactus,vocab,es,cactus,¿Qué imagen muestra cactus?
vocab__cocoon,vocab,en,cocoon,Which picture shows cocoon?
vocab__cocoon,vocab,de,cocoon,Welches Bild zeigt cocoon?
vocab__cocoon,vocab,es,cocoon,¿Qué imagen muestra cocoon?
vocab__dune,vocab,en,dune,Which picture shows dune?
vocab__dune,vocab,de,dune,Welches Bild zeigt dune?
vocab__dune,vocab,es,dune,¿Qué imagen muestra dune?
vocab__fossil,vocab,en,fossil,Which picture shows fossil?
vocab__fossil,vocab,de,fossil,Welches Bild zeigt fossil?
vocab__fossil,vocab,es,fossil,¿Qué imagen muestra fossil?
vocab__icicle,vocab,en,icicle,Which picture shows icicle?
vocab__icicle,vocab,de,icicle,Welches Bild zeigt icicle?
vocab__icicle,vocab,es,icicle,¿Qué imagen muestra icicle?
vocab__backpack,vocab,en,backpack,Which picture shows backpack?
vocab__backpack,vocab,de,backpack,Welches Bild zeigt backpack?
vocab__backpack,vocab,es,backpack,¿Qué imagen muestra backpack?
vocab__lantern,vocab,en,lantern,Which picture shows lantern?
vocab__lantern,vocab,de,lantern,Welches Bild zeigt lantern?
vocab__lantern,vocab,es,lantern,¿Qué imagen muestra lantern?
vocab__medal,vocab,en,medal,Which picture shows medal?
vocab__medal,vocab,de,medal,Welches Bild zeigt medal?
vocab__medal,vocab,es,medal,¿Qué imagen muestra medal?
vocab__parachute,vocab,en,parachute,Which picture shows parachute?
vocab__parachute,vocab,de,parachute,Welches Bild zeigt parachute?
vocab__parachute,vocab,es,parachute,¿Qué imagen muestra parachute?
vocab__saddle,vocab,en,saddle,Which picture shows saddle?
vocab__saddle,vocab,de,saddle,Welches Bild zeigt saddle?
vocab__saddle,vocab,es,saddle,¿Qué imagen muestra saddle?
vocab__fountain,vocab,en,fountain,Which picture shows fountain?
vocab__fountain,vocab,de,fountain,Welches Bild zeigt fountain?
vocab__fountain,vocab,es,fountain,¿Qué imagen muestra fountain?
vocab__compass,vocab,en,compass,Which picture shows compass?
vocab__compass,vocab,de,compass,Welches Bild zeigt compass?
vocab__compass,vocab,es,compass,¿Qué imagen muestra compass?
vocab__telescope,vocab,en,telescope,Which picture shows telescope?
vocab__telescope,vocab,de,telescope,Welches Bild zeigt telescope?
vocab__telescope,vocab,es,telescope,¿Qué imagen muestra telescope?
vocab__wrench,vocab,en,wrench,Which picture shows wrench?
vocab__wrench,vocab,de,wrench,Welches Bild zeigt wrench?
vocab__wrench,vocab,es,wrench,¿Qué imagen muestra wrench?
vocab__beaver,vocab,en,beaver,Which picture shows beaver?
vocab__beaver,vocab,de,beaver,Welches Bild zeigt beaver?
vocab__beaver,vocab,es,beaver,¿Qué imagen muestra beaver?
vocab__easel,vocab,en,easel,Which picture shows easel?
vocab__easel,vocab,de,easel,Welches Bild zeigt easel?
vocab__easel,vocab,es,easel,¿Qué imagen muestra easel?
vocab__pepper,vocab,en,pepper,Which picture shows pepper?
vocab__pepper,vocab,de,pepper,Welches Bild zeigt pepper?
vocab__pepper,vocab,es,pepper,¿Qué imagen muestra pepper?
vocab__skillet,vocab,en,skillet,Which picture shows skillet?
vocab__skillet,vocab,de,skillet,Welches Bild zeigt skillet?
vocab__skillet,vocab,es,skillet,¿Qué imagen muestra skillet?
vocab__trumpet,vocab,en,trumpet,Which picture shows trumpet?
vocab__trumpet,vocab,de,trumpet,Welches Bild zeigt trumpet?
vocab__trumpet,vocab,es,trumpet,¿Qué imagen muestra trumpet?
vocab__violin,vocab,en,violin,Which picture shows violin?
vocab__violin,vocab,de,violin,Welches Bild zeigt violin?
vocab__violin,vocab,es,violin,¿Qué imagen muestra violin?
vocab__compost,vocab,en,compost,Which picture shows compost?
vocab__compost,vocab,de,compost,Welches Bild zeigt compost?
vocab__compost,vocab,es,compost,¿Qué imagen muestra compost?
vocab__geyser,vocab,en,geyser,Which picture shows geyser?
vocab__geyser,vocab,de,geyser,Welches Bild zeigt geyser?
vocab__geyser,vocab,es,geyser,¿Qué imagen muestra geyser?
vocab__mushroom,vocab,en,mushroom,Which picture shows mushroom?
vocab__mushroom,vocab,de,mushroom,Welches Bild zeigt mushroom?
vocab__mushroom,vocab,es,mushroom,¿Qué imagen muestra mushroom?
vocab__suitcase,vocab,en,suitcase,Which picture shows suitcase?
vocab__suitcase,vocab,de,suitcase,Welches Bild zeigt suitcase?
vocab__suitcase,vocab,es,suitcase,¿Qué imagen muestra suitcase?
vocab__trophy,vocab,en,trophy,Which picture shows trophy?
vocab__trophy,vocab,de,trophy,Welches Bild zeigt trophy?
vocab__trophy,vocab,es,trophy,¿Qué imagen muestra trophy?
vocab__whistle,vocab,en,whistle,Which picture shows whistle?
vocab__whistle,vocab,de,whistle,Welches Bild zeigt whistle?
vocab__whistle,vocab,es,whistle,¿Qué imagen muestra whistle?
vocab__carousel,vocab,en,carousel,Which picture shows carousel?
vocab__carousel,vocab,de,carousel,Welches Bild zeigt carousel?
vocab__carousel,vocab,es,carousel,¿Qué imagen muestra carousel?
vocab__harbor,vocab,en,harbor,Which picture shows harbor?
vocab__harbor,vocab,de,harbor,Welches Bild zeigt harbor?
vocab__harbor,vocab,es,harbor,¿Qué imagen muestra harbor?
vocab__lighthouse,vocab,en,lighthouse,Which picture shows lighthouse?
vocab__lighthouse,vocab,de,lighthouse,Welches Bild zeigt lighthouse?
vocab__lighthouse,vocab,es,lighthouse,¿Qué imagen muestra lighthouse?
vocab__pyramid,vocab,en,pyramid,Which picture shows pyramid?
vocab__pyramid,vocab,de,pyramid,Welches Bild zeigt pyramid?
vocab__pyramid,vocab,es,pyramid,¿Qué imagen muestra pyramid?
vocab__silo,vocab,en,silo,Which picture shows silo?
vocab__silo,vocab,de,silo,Welches Bild zeigt silo?
vocab__silo,vocab,es,silo,¿Qué imagen muestra silo?
vocab__binoculars,vocab,en,binoculars,Which picture shows binoculars?
vocab__binoculars,vocab,de,binoculars,Welches Bild zeigt binoculars?
vocab__binoculars,vocab,es,binoculars,¿Qué imagen muestra binoculars?
vocab__microscope,vocab,en,microscope,Which picture shows microscope?
vocab__microscope,vocab,de,microscope,Welches Bild zeigt microscope?
vocab__microscope,vocab,es,microscope,¿Qué imagen muestra microscope?
vocab__thermometer,vocab,en,thermometer,Which picture shows thermometer?
vocab__thermometer,vocab,de,thermometer,Welches Bild zeigt thermometer?
vocab__thermometer,vocab,es,thermometer,¿Qué imagen muestra thermometer?
vocab__mosaic,vocab,en,mosaic,Which picture shows mosaic?
vocab__mosaic,vocab,de,mosaic,Welches Bild zeigt mosaic?
vocab__mosaic,vocab,es,mosaic,¿Qué imagen muestra mosaic?
vocab__mural,vocab,en,mural,Which picture shows mural?
vocab__mural,vocab,de,mural,Welches Bild zeigt mural?
vocab__mural,vocab,es,mural,¿Qué imagen muestra mural?
vocab__goblet,vocab,en,goblet,Which picture shows goblet?
vocab__goblet,vocab,de,goblet,Welches Bild zeigt goblet?
vocab__goblet,vocab,es,goblet,¿Qué imagen muestra goblet?
vocab__pulley,vocab,en,pulley,Which picture shows pulley?
vocab__pulley,vocab,de,pulley,Welches Bild zeigt pulley?
vocab__pulley,vocab,es,pulley,¿Qué imagen muestra pulley?
vocab__turbine,vocab,en,turbine,Which picture shows turbine?
vocab__turbine,vocab,de,turbine,Welches Bild zeigt turbine?
vocab__turbine,vocab,es,turbine,¿Qué imagen muestra turbine?
vocab__cobweb,vocab,en,cobweb,Which picture shows cobweb?
vocab__cobweb,vocab,de,cobweb,Welches Bild zeigt cobweb?
vocab__cobweb,vocab,es,cobweb,¿Qué imagen muestra cobweb?
vocab__crater,vocab,en,crater,Which picture shows crater?
vocab__crater,vocab,de,crater,Welches Bild zeigt crater?
vocab__crater,vocab,es,crater,¿Qué imagen muestra crater?
vocab__crutch,vocab,en,crutch,Which picture shows crutch?
vocab__crutch,vocab,de,crutch,Welches Bild zeigt crutch?
vocab__crutch,vocab,es,crutch,¿Qué imagen muestra crutch?
vocab__latch,vocab,en,latch,Which picture shows latch?
vocab__latch,vocab,de,latch,Welches Bild zeigt latch?
vocab__latch,vocab,es,latch,¿Qué imagen muestra latch?
vocab__satchel,vocab,en,satchel,Which picture shows satchel?
vocab__satchel,vocab,de,satchel,Welches Bild zeigt satchel?
vocab__satchel,vocab,es,satchel,¿Qué imagen muestra satchel?
vocab__urn,vocab,en,urn,Which picture shows urn?
vocab__urn,vocab,de,urn,Welches Bild zeigt urn?
vocab__urn,vocab,es,urn,¿Qué imagen muestra urn?
vocab__forge,vocab,en,forge,Which picture shows forge?
vocab__forge,vocab,de,forge,Welches Bild zeigt forge?
vocab__forge,vocab,es,forge,¿Qué imagen muestra forge?
vocab__orchard,vocab,en,orchard,Which picture shows orchard?
vocab__orchard,vocab,de,orchard,Welches Bild zeigt orchard?
vocab__orchard,vocab,es,orchard,¿Qué imagen muestra orchard?
vocab__pavilion,vocab,en,pavilion,Which picture shows pavilion?
vocab__pavilion,vocab,de,pavilion,Welches Bild zeigt pavilion?
vocab__pavilion,vocab,es,pavilion,¿Qué imagen muestra pavilion?
vocab__anvil,vocab,en,anvil,Which picture shows anvil?
vocab__anvil,vocab,de,anvil,Welches Bild zeigt anvil?
vocab__anvil,vocab,es,anvil,¿Qué imagen muestra anvil?
vocab__harpoon,vocab,en,harpoon,Which picture shows harpoon?
vocab__harpoon,vocab,de,harpoon,Welches Bild zeigt harpoon?
vocab__harpoon,vocab,es,harpoon,¿Qué imagen muestra harpoon?
vocab__stethoscope,vocab,en,stethoscope,Which picture shows stethoscope?
vocab__stethoscope,vocab,de,stethoscope,Welches Bild zeigt stethoscope?
vocab__stethoscope,vocab,es,stethoscope,¿Qué imagen muestra stethoscope?
vocab__croquet,vocab,en,croquet,Which picture shows croquet?
vocab__croquet,vocab,de,croquet,Welches Bild zeigt croquet?
vocab__croquet,vocab,es,croquet,¿Qué imagen muestra croquet?
vocab__gargoyle,vocab,en,gargoyle,Which picture shows gargoyle?
vocab__gargoyle,vocab,de,gargoyle,Welches Bild zeigt gargoyle?
vocab__gargoyle,vocab,es,gargoyle,¿Qué imagen muestra gargoyle?
vocab__tapestry,vocab,en,tapestry,Which picture shows tapestry?
vocab__tapestry,vocab,de,tapestry,Welches Bild zeigt tapestry?
vocab__tapestry,vocab,es,tapestry,¿Qué imagen muestra tapestry?
vocab__cauldron,vocab,en,cauldron,Which picture shows cauldron?
vocab__cauldron,vocab,de,cauldron,Welches Bild zeigt cauldron?
vocab__cauldron,vocab,es,cauldron,¿Qué imagen muestra cauldron?
vocab__mantle,vocab,en,mantle,Which picture shows mantle?
vocab__mantle,vocab,de,mantle,Welches Bild zeigt mantle?
vocab__mantle,vocab,es,mantle,¿Qué imagen muestra mantle?
vocab__sconce,vocab,en,sconce,Which picture shows sconce?
vocab__sconce,vocab,de,sconce,Welches Bild zeigt sconce?
vocab__sconce,vocab,es,sconce,¿Qué imagen muestra sconce?
vocab__trombone,vocab,en,trombone,Which picture shows trombone?
vocab__trombone,vocab,de,trombone,Welches Bild zeigt trombone?
vocab__trombone,vocab,es,trombone,¿Qué imagen muestra trombone?
vocab__harvest,vocab,en,harvest,Which picture shows harvest?
vocab__harvest,vocab,de,harvest,Welches Bild zeigt harvest?
vocab__harvest,vocab,es,harvest,¿Qué imagen muestra harvest?
vocab__reef,vocab,en,reef,Which picture shows reef?
vocab__reef,vocab,de,reef,Welches Bild zeigt reef?
vocab__reef,vocab,es,reef,¿Qué imagen muestra reef?
vocab__tundra,vocab,en,tundra,Which picture shows tundra?
vocab__tundra,vocab,de,tundra,Welches Bild zeigt tundra?
vocab__tundra,vocab,es,tundra,¿Qué imagen muestra tundra?
vocab__canopy,vocab,en,canopy,Which picture shows canopy?
vocab__canopy,vocab,de,canopy,Welches Bild zeigt canopy?
vocab__canopy,vocab,es,canopy,¿Qué imagen muestra canopy?
vocab__hourglass,vocab,en,hourglass,Which picture shows hourglass?
vocab__hourglass,vocab,de,hourglass,Welches Bild zeigt hourglass?
vocab__hourglass,vocab,es,hourglass,¿Qué imagen muestra hourglass?
vocab__quill,vocab,en,quill,Which picture shows quill?
vocab__quill,vocab,de,quill,Welches Bild zeigt quill?
vocab__quill,vocab,es,quill,¿Qué imagen muestra quill?
vocab__quiver,vocab,en,quiver,Which picture shows quiver?
vocab__quiver,vocab,de,quiver,Welches Bild zeigt quiver?
vocab__quiver,vocab,es,quiver,¿Qué imagen muestra quiver?
vocab__spigot,vocab,en,spigot,Which picture shows spigot?
vocab__spigot,vocab,de,spigot,Welches Bild zeigt spigot?
vocab__spigot,vocab,es,spigot,¿Qué imagen muestra spigot?
vocab__sundial,vocab,en,sundial,Which picture shows sundial?
vocab__sundial,vocab,de,sundial,Welches Bild zeigt sundial?
vocab__sundial,vocab,es,sundial,¿Qué imagen muestra sundial?
vocab__thimble,vocab,en,thimble,Which picture shows thimble?
vocab__thimble,vocab,de,thimble,Welches Bild zeigt thimble?
vocab__thimble,vocab,es,thimble,¿Qué imagen muestra thimble?
vocab__trellis,vocab,en,trellis,Which picture shows trellis?
vocab__trellis,vocab,de,trellis,Welches Bild zeigt trellis?
vocab__trellis,vocab,es,trellis,¿Qué imagen muestra trellis?
vocab__vineyard,vocab,en,vineyard,Which picture shows vineyard?
vocab__vineyard,vocab,de,vineyard,Welches Bild zeigt vineyard?
vocab__vineyard,vocab,es,vineyard,¿Qué imagen muestra vineyard?
vocab__periscope,vocab,en,periscope,Which picture shows periscope?
vocab__periscope,vocab,de,periscope,Welches Bild zeigt periscope?
vocab__periscope,vocab,es,periscope,¿Qué imagen muestra periscope?
vocab__gondola,vocab,en,gondola,Which picture shows gondola?
vocab__gondola,vocab,de,gondola,Welches Bild zeigt gondola?
vocab__gondola,vocab,es,gondola,¿Qué imagen muestra gondola?
vocab__totem,vocab,en,totem,Which picture shows totem?
vocab__totem,vocab,de,totem,Welches Bild zeigt totem?
vocab__totem,vocab,es,totem,¿Qué imagen muestra totem?
vocab__catapult,vocab,en,catapult,Which picture shows catapult?
vocab__catapult,vocab,de,catapult,Welches Bild zeigt catapult?
vocab__catapult,vocab,es,catapult,¿Qué imagen muestra catapult?
vocab__sluice,vocab,en,sluice,Which picture shows sluice?
vocab__sluice,vocab,de,sluice,Welches Bild zeigt sluice?
vocab__sluice,vocab,es,sluice,¿Qué imagen muestra sluice?
vocab__turnstile,vocab,en,turnstile,Which picture shows turnstile?
vocab__turnstile,vocab,de,turnstile,Welches Bild zeigt turnstile?
vocab__turnstile,vocab,es,turnstile,¿Qué imagen muestra turnstile?
vocab__kelp,vocab,en,kelp,Which picture shows kelp?
vocab__kelp,vocab,de,kelp,Welches Bild zeigt kelp?
vocab__kelp,vocab,es,kelp,¿Qué imagen muestra kelp?
vocab__cistern,vocab,en,cistern,Which picture shows cistern?
vocab__cistern,vocab,de,cistern,Welches Bild zeigt cistern?
vocab__cistern,vocab,es,cistern,¿Qué imagen muestra cistern?
vocab__monocle,vocab,en,monocle,Which picture shows monocle?
vocab__monocle,vocab,de,monocle,Welches Bild zeigt monocle?
vocab__monocle,vocab,es,monocle,¿Qué imagen muestra monocle?
vocab__scepter,vocab,en,scepter,Which picture shows scepter?
vocab__scepter,vocab,de,scepter,Welches Bild zeigt scepter?
vocab__scepter,vocab,es,scepter,¿Qué imagen muestra scepter?
vocab__yoke,vocab,en,yoke,Which picture shows yoke?
vocab__yoke,vocab,de,yoke,Welches Bild zeigt yoke?
vocab__yoke,vocab,es,yoke,¿Qué imagen muestra yoke?
vocab__aviary,vocab,en,aviary,Which picture shows aviary?
vocab__aviary,vocab,de,aviary,Welches Bild zeigt aviary?
vocab__aviary,vocab,es,aviary,¿Qué imagen muestra aviary?
vocab__foundry,vocab,en,foundry,Which picture shows foundry?
