task,item_uid,answer,response_alternatives,prompt_phrase,full_prompt,trial_type,age_band,category,hardness
vocab,vocab__pouch,pouch,"planet,rabbit,acorn",pouch,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: pouch.",test,6,object,2
vocab,vocab__castle,castle,"beehive,backpack,blanket",castle,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: castle.",test,6,place,2
vocab,vocab__igloo,igloo,"crown,dune,lantern",igloo,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: igloo.",test,6,place,2
vocab,vocab__porch,porch,"cliff,medal,mitten",porch,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: porch.",test,6,place,2
vocab,vocab__valley,valley,"cliff,helmet,magnet",valley,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: valley.",test,6,place,2
vocab,vocab__hammer,hammer,"swan,acorn,kite",hammer,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: hammer.",test,6,tool,2
vocab,vocab__bicycle,bicycle,"ladle,beehive,flute",bicycle,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: bicycle.",test,6,vehicle,2
vocab,vocab__tractor,tractor,"carrot,parachute,saddle",tractor,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: tractor.",test,6,vehicle,2
vocab,vocab__mitten,mitten,"shoe,sock,crown",mitten,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: mitten.",test,7,clothing,3
vocab,vocab__chimney,chimney,"book,mantle,skillet",chimney,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: chimney.",test,7,household,3
vocab,vocab__accordion,accordion,"flute,trumpet,drum",accordion,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: accordion.",test,7,music,3
vocab,vocab__flute,flute,"trumpet,trombone,violin",flute,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: flute.",test,7,music,3
vocab,vocab__cactus,cactus,"dune,flower,mushroom",cactus,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: cactus.",test,7,nature,3
vocab,vocab__cocoon,cocoon,"kelp,moon,beehive",cocoon,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: cocoon.",test,7,nature,3
vocab,vocab__dune,dune,"cactus,tundra,icicle",dune,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: dune.",test,7,nature,3
vocab,vocab__fossil,fossil,"harvest,lily,cocoon",fossil,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: fossil.",test,7,nature,3
vocab,vocab__icicle,icicle,"kelp,cobweb,planet",icicle,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: icicle.",test,7,nature,3
vocab,vocab__backpack,backpack,"sundial,envelope,quiver",backpack,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: backpack.",test,7,object,3
vocab,vocab__lantern,lantern,"monocle,spigot,envelope",lantern,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: lantern.",test,7,object,3
vocab,vocab__medal,medal,"yoke,backpack,lantern",medal,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: medal.",test,7,object,3
vocab,vocab__parachute,parachute,"quill,orb,button",parachute,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: parachute.",test,7,object,3
vocab,vocab__saddle,saddle,"yoke,pouch,backpack",saddle,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: saddle.",test,7,object,3
vocab,vocab__fountain,fountain,"vineyard,viaduct,carousel",fountain,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: fountain.",test,7,place,3
vocab,vocab__compass,compass,"anvil,telescope,spindle",compass,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: compass.",test,7,tool,3
vocab,vocab__telescope,telescope,"thermometer,wrench,spindle",telescope,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: telescope.",test,7,tool,3
vocab,vocab__wrench,wrench,"trident,binoculars,stethoscope",wrench,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: wrench.",test,7,tool,3
vocab,vocab__beaver,beaver,"dog,bird,rabbit",beaver,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: beaver.",test,8,animal,3
vocab,vocab__easel,easel,"mosaic,mural,totem",easel,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: easel.",test,8,art,3
vocab,vocab__pepper,pepper,"apple,carrot,banana",pepper,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: pepper.",test,8,food,3
vocab,vocab__skillet,skillet,"bed,ladle,carafe",skillet,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: skillet.",test,8,household,3
vocab,vocab__trumpet,trumpet,"drum,trombone,violin",trumpet,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: trumpet.",test,8,music,3
vocab,vocab__violin,violin,"drum,trumpet,trombone",violin,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: violin.",test,8,music,3
vocab,vocab__compost,compost,"flower,crater,fossil",compost,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: compost.",test,8,nature,3
vocab,vocab__geyser,geyser,"mushroom,feather,harvest",geyser,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: geyser.",test,8,nature,3
vocab,vocab__mushroom,mushroom,"tree,moon,geyser",mushroom,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: mushroom.",test,8,nature,3
vocab,vocab__suitcase,suitcase,"anchor,parachute,cistern",suitcase,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: suitcase.",test,8,object,3
vocab,vocab__trophy,trophy,"crutch,satchel,lantern",trophy,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: trophy.",test,8,object,3
vocab,vocab__whistle,whistle,"saddle,suitcase,latch",whistle,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: whistle.",test,8,object,3
vocab,vocab__carousel,carousel,"mezzanine,pavilion,weir",carousel,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: carousel.",test,8,place,3
vocab,vocab__harbor,harbor,"vineyard,trellis,barn",harbor,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: harbor.",test,8,place,3
vocab,vocab__lighthouse,lighthouse,"pagoda,viaduct,igloo",lighthouse,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: lighthouse.",test,8,place,3
vocab,vocab__pyramid,pyramid,"harbor,trellis,trench",pyramid,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: pyramid.",test,8,place,3
vocab,vocab__silo,silo,"trench,pagoda,viaduct",silo,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: silo.",test,8,place,3
vocab,vocab__binoculars,binoculars,"astrolabe,sextant,microscope",binoculars,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: binoculars.",test,8,tool,3
vocab,vocab__microscope,microscope,"binoculars,stethoscope,astrolabe",microscope,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: microscope.",test,8,tool,3
vocab,vocab__thermometer,thermometer,"trident,telescope,ladder",thermometer,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: thermometer.",test,8,tool,3
vocab,vocab__mosaic,mosaic,"totem,tapestry,filigree",mosaic,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: mosaic.",test,9,art,4
vocab,vocab__mural,mural,"easel,mosaic,tapestry",mural,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: mural.",test,9,art,4
vocab,vocab__goblet,goblet,"bed,chair,pillow",goblet,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: goblet.",test,9,household,4
vocab,vocab__pulley,pulley,"sluice,turnstile,catapult",pulley,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: pulley.",test,9,machine,4
vocab,vocab__turbine,turbine,"turnstile,sluice,pulley",turbine,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: turbine.",test,9,machine,4
vocab,vocab__cobweb,cobweb,"moon,acorn,feather",cobweb,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: cobweb.",test,9,nature,4
vocab,vocab__crater,crater,"compost,kelp,geyser",crater,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: crater.",test,9,nature,4
vocab,vocab__crutch,crutch,"yoke,cistern,whistle",crutch,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: crutch.",test,9,object,4
vocab,vocab__latch,latch,"quiver,canopy,envelope",latch,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: latch.",test,9,object,4
vocab,vocab__satchel,satchel,"cistern,urn,trophy",satchel,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: satchel.",test,9,object,4
vocab,vocab__urn,urn,"satchel,anchor,spigot",urn,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: urn.",test,9,object,4
vocab,vocab__forge,forge,"alcove,viaduct,pagoda",forge,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: forge.",test,9,place,4
vocab,vocab__orchard,orchard,"lintel,vineyard,parlor",orchard,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: orchard.",test,9,place,4
vocab,vocab__pavilion,pavilion,"orchard,viaduct,barn",pavilion,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: pavilion.",test,9,place,4
vocab,vocab__anvil,anvil,"compass,ladder,thermometer",anvil,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: anvil.",test,9,tool,4
vocab,vocab__harpoon,harpoon,"trident,armillary,ladder",harpoon,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: harpoon.",test,9,tool,4
vocab,vocab__stethoscope,stethoscope,"trident,trowel,ladder",stethoscope,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: stethoscope.",test,9,tool,4
vocab,vocab__croquet,croquet,"ball,kite,hammer",croquet,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: croquet.",test,9,toy,4
vocab,vocab__gargoyle,gargoyle,"mosaic,mural,totem",gargoyle,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: gargoyle.",test,10,art,4
vocab,vocab__tapestry,tapestry,"mosaic,filigree,totem",tapestry,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: tapestry.",test,10,art,4
vocab,vocab__cauldron,cauldron,"skillet,spoon,goblet",cauldron,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: cauldron.",test,10,household,4
vocab,vocab__mantle,mantle,"ladle,spoon,stool",mantle,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: mantle.",test,10,household,4
vocab,vocab__sconce,sconce,"carafe,cauldron,spoon",sconce,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: sconce.",test,10,household,4
vocab,vocab__trombone,trombone,"flute,trumpet,violin",trombone,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: trombone.",test,10,music,4
vocab,vocab__harvest,harvest,"flower,reef,cairn",harvest,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: harvest.",test,10,nature,4
vocab,vocab__reef,reef,"nest,crater,acorn",reef,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: reef.",test,10,nature,4
vocab,vocab__tundra,tundra,"tree,mushroom,compost",tundra,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: tundra.",test,10,nature,4
vocab,vocab__canopy,canopy,"envelope,parachute,whistle",canopy,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: canopy.",test,10,object,4
vocab,vocab__hourglass,hourglass,"satchel,scepter,medal",hourglass,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: hourglass.",test,10,object,4
vocab,vocab__quill,quill,"crutch,yoke,latch",quill,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: quill.",test,10,object,4
vocab,vocab__quiver,quiver,"yoke,satchel,pouch",quiver,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: quiver.",test,10,object,4
vocab,vocab__spigot,spigot,"scepter,suitcase,orb",spigot,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: spigot.",test,10,object,4
vocab,vocab__sundial,sundial,"yoke,thimble,canopy",sundial,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: sundial.",test,10,object,4
vocab,vocab__thimble,thimble,"hourglass,backpack,saddle",thimble,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: thimble.",test,10,object,4
vocab,vocab__trellis,trellis,"viaduct,alcove,turret",trellis,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: trellis.",test,10,place,4
vocab,vocab__vineyard,vineyard,"trellis,orchard,silo",vineyard,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: vineyard.",test,10,place,4
vocab,vocab__periscope,periscope,"spindle,magnet,trident",periscope,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: periscope.",test,10,tool,4
vocab,vocab__gondola,gondola,"car,train,tractor",gondola,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: gondola.",test,10,vehicle,4
vocab,vocab__totem,totem,"mosaic,mural,easel",totem,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: totem.",test,11,art,5
vocab,vocab__catapult,catapult,"turnstile,windlass,pulley",catapult,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: catapult.",test,11,machine,5
vocab,vocab__sluice,sluice,"windlass,turnstile,catapult",sluice,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: sluice.",test,11,machine,5
vocab,vocab__turnstile,turnstile,"pulley,catapult,turbine",turnstile,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: turnstile.",test,11,machine,5
vocab,vocab__kelp,kelp,"cactus,bracken,dune",kelp,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: kelp.",test,11,nature,5
vocab,vocab__cistern,cistern,"trophy,pouch,sundial",cistern,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: cistern.",test,11,object,5
vocab,vocab__monocle,monocle,"saddle,hourglass,canopy",monocle,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: monocle.",test,11,object,5
vocab,vocab__scepter,scepter,"envelope,backpack,monocle",scepter,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: scepter.",test,11,object,5
vocab,vocab__yoke,yoke,"lantern,hammock,thimble",yoke,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: yoke.",test,11,object,5
vocab,vocab__aviary,aviary,"pavilion,lintel,carousel",aviary,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: aviary.",test,11,place,5
vocab,vocab__foundry,foundry,"orchard,bridge,vineyard",foundry,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: foundry.",test,11,place,5
vocab,vocab__pagoda,pagoda,"forge,mezzanine,foundry",pagoda,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: pagoda.",test,11,place,5
vocab,vocab__parlor,parlor,"silo,weir,valley",parlor,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: parlor.",test,11,place,5
vocab,vocab__trench,trench,"igloo,lighthouse,porch",trench,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: trench.",test,11,place,5
vocab,vocab__turret,turret,"carousel,pyramid,weir",turret,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: turret.",test,11,place,5
vocab,vocab__viaduct,viaduct,"pavilion,igloo,barn",viaduct,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: viaduct.",test,11,place,5
vocab,vocab__sextant,sextant,"harpoon,compass,stethoscope",sextant,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: sextant.",test,11,tool,5
vocab,vocab__spindle,spindle,"astrolabe,binoculars,trowel",spindle,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: spindle.",test,11,tool,5
vocab,vocab__filigree,filigree,"mural,totem,gargoyle",filigree,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: filigree.",test,12,art,5
vocab,vocab__obelisk,obelisk,"mosaic,filigree,tapestry",obelisk,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: obelisk.",test,12,art,5
vocab,vocab__carafe,carafe,"pillow,cup,ladle",carafe,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: carafe.",test,12,household,5
vocab,vocab__windlass,windlass,"turnstile,pulley,turbine",windlass,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: windlass.",test,12,machine,5
vocab,vocab__bracken,bracken,"crater,reef,flower",bracken,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: bracken.",test,12,nature,5
vocab,vocab__cairn,cairn,"compost,flower,beehive",cairn,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: cairn.",test,12,nature,5
vocab,vocab__aperture,aperture,"parachute,urn,saddle",aperture,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: aperture.",test,12,object,5
vocab,vocab__hammock,hammock,"parachute,pouch,lantern",hammock,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: hammock.",test,12,object,5
vocab,vocab__orb,orb,"pouch,yoke,sundial",orb,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: orb.",test,12,object,5
vocab,vocab__alcove,alcove,"trench,weir,viaduct",alcove,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: alcove.",test,12,place,5
vocab,vocab__lintel,lintel,"viaduct,pyramid,turret",lintel,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: lintel.",test,12,place,5
vocab,vocab__mezzanine,mezzanine,"pavilion,trench,igloo",mezzanine,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: mezzanine.",test,12,place,5
vocab,vocab__weir,weir,"silo,pagoda,mezzanine",weir,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: weir.",test,12,place,5
vocab,vocab__armillary,armillary,"magnet,harpoon,astrolabe",armillary,"You will see four pictures labeled A, B, C, and D. Choose the picture that best matches the word: armillary.",test,12,tool,5
